Sentence,translated_text
"Although most agencies are willing to take on most regular bookings, many agents specialise in particular types of travel, budget ranges or destinations.","Hầu hết các cơ quan đều sẵn sàng chấp nhận hầu hết các đặt chỗ thường xuyên, tuy nhiên nhiều đại lý lại chuyên về các lĩnh vực du lịch cụ thể, khoảng ngân sách hoặc điểm đến nhất định."
Its large glazed windows and thin walls would not have been able to resist a determined attack for long.,Cửa sổ kính lớn và tường mỏng sẽ không thể chịu đựng một cuộc tấn công dứt khoát trong thời gian dài nữa.
However in 991 Ethelred was faced with a Viking fleet larger than any since Guthrum's a century earlier.,Tuy thế vào năm 991 Ethelred đối mặt với một hạm đội người Viking lớn nhất kể từ thời Guthrum một thế kỷ trước.
"According to reports, an apartment on Macbeth Street exploded due to a gas leak.","Theo tin tức, một chung cư trên đường Macbeth bị nổ do rò rỉ khí ga."
When all individuals in a population are identical with regard to a particular phenotypic trait they are known as monomorphic.,Khi tất cả các cá thể trong một quần thể đều có tính trạng kiểu hình giống nhau thì quần thể đó được gọi là đồng hình.
"The outer-part we see when we look at the Sun is called the photosphere, which means ""ball of light"".","Phần ngoài cùng mà chúng ta nhìn thấy khi nhìn vào Mặt Trời được gọi là quang cầu, tạm dịch là vùng sáng."
"The pattern should be deep enough, 5 mm (1/5 inch) or more, and the material soft enough in cold temperatures.","Mẫu nên có độ sâu khoảng 5 mm (1/5 inch) hoặc sâu hơn, và vật liệu mềm vừa phải khi trời lạnh."
"For those unfamiliar with medical jargon, the words infectious and contagious have distinct meanings.","Với những người không quen thuộc với ngôn ngữ y khoa, nhiễm trùng và lây lan có ý nghĩa khác nhau."
"Avalanches are not an abnormality; steep slopes can hold only so much slow, and the excess volumes will come down as avalanches.","Lở tuyết không phải là điều bất thường; sườn dốc đứng chỉ có thể chứa một lượng tuyết nhất định, và lượng tuyết dư thừa sẽ trượt xuống dưới dạng lở tuyết."
"These bosses had been reined in by Provenzano when he put an end to the Riina-driven war against the state that claimed the lives of Mafia crusaders Giovanni Falcone and Paolo Borsellino in 1992.""","Những ông trùm này đã bị Provenzano kiềm chế khi ông ấy kết thúc cuộc chiến do Riina lãnh đạo, đã cướp đi sinh mạng của những người chống Mafia Giovanni Falcone và Paolo Borsellino vào năm 1992."
"Accompanied by those officials, he assured Texas citizens that steps were being taken to protect the public's safety.","Cùng với những quan chức đó, ông đảm bảo với người dân Texas rằng đang thực hiện các biện pháp để đảm bảo an toàn cho công chúng."
The building housed a number of pilgrims who came to visit the holy city at the eve of hajj pilgrimage.,Toà nhà này chứa một số những người hành hương đến thăm thành thánh vào dịp chuẩn bị cho lễ Hajj.
"Nevertheless, there are many distinctive ways of drinking coffee around the world that are worth experiencing.","Tuy nhiên, trên khắp thế giới có rất nhiều cách uống cà phê độc đáo đáng để trải nghiệm."
"Already reporting in English and Japanese, the global organization is launching Spanish, Italian, and Korean-language programs, for television, the web, and mobile devices.","Đã phát sóng bằng tiếng Anh và tiếng Nhật, tổ chức quốc tế đang khởi động các chương trình bằng tiếng Tây Ban Nha, tiếng Italia và tiếng Hàn Quốc, trên truyền hình, internet và thiết bị di động."
A cell is the smallest structural and functional unit of a living (things) organism.,"Tế bào là đơn vị cơ bản nhất của một sinh vật còn sống, nơi thực hiện các chức năng và cấu trúc cần thiết cho sự sống."
"During the last three decades, despite officially remaining a communist state, China has developed a market economy.","Trong ba thập niên vừa qua, mặc dù vẫn mang danh nghĩa là một quốc gia cộng sản, Trung Quốc đã xây dựng và phát triển một nền kinh tế thị trường."
"The focus of this mindset is speed, logic and accuracy, also identification of facts, reapplying existing techniques, gathering information.","Điểm then chốt của cách suy nghĩ này là tốc độ, lô-gic và chính xác, cũng như xác định sự kiện, vận dụng các kỹ thuật đã có và thu thập, xử lý thông tin."
"When low tide opened a gap along the Mystic River along the northeast of the peninsula, they quickly extended the fence with a short stone wall to the north ending at the water's edge on a small beach.","Khi thủy triều xuống thấp, một khoảng trống được mở ra dọc theo bờ sông Mystic ở phía đông bắc của bán đảo, họ nhanh chóng kéo dài hàng rào và xây thêm một đoạn tường đá ngắn về phía bắc, kết thúc tại bờ nước của một bãi biển nhỏ."
"In this instance, recalling previous instances of entrepreneurial behavior and resulting successes helped people to be open to new changes and new direction for the local church.","Lần này, nhớ lại những lần thể hiện tinh thần doanh nhân trước đây và kết quả thành công đã giúp mọi người sẵn sàng đón nhận những thay đổi mới và hướng đi mới cho giáo xứ địa phương."
"Jerusalem is the capital and largest city of Israel, though most other countries and the United Nations do not recognize it as Israel's capital.","Giê-ru-sa-lem là thành phố lớn nhất của Israel, nhưng không được công nhận là thủ đô chính thức của nước này bởi các quốc gia khác hầu hết và LHQ."
"Seven points behind, Johnson is second with 2,243.","Johnson thua kém 7 điểm, xếp thứ hai với tổng điểm 2.243."
"""Apart from the fever and a sore throat, I feel well and in good shape to carry out my work by telecommuting.","Ngoài sốt và đau họng, tôi cảm thấy khoẻ mạnh và đủ sức để làm việc từ xa."
"San Francisco has developed a large tourist infrastructure with numerous hotels, restaurants, and top-notch convention facilities.","Thành phố San Francisco phát triển mạnh mẽ về du lịch với nhiều khách sạn, nhà hàng và trung tâm hội nghị hiện đại."
"If you look at living things under a microscope, you will see that they are made of small squares or balls.","Nếu bạn quan sát các sinh vật dưới kính hiển vi, bạn sẽ thấy rằng chúng được cấu tạo từ các đơn vị cơ bản có hình dạng là các khối vuông nhỏ hoặc các quả cầu."
"Written words are often easier to understand than spoken words, also. This is especially true of addresses, which are often difficult to pronounce intelligibly.","Từ viết thường dễ hiểu hơn từ nói, cũng thế, đặc biệt là với địa chỉ, thường khó phát âm rõ ràng."
"Then, a few years later in 1639, an English astronomer named Jeremiah Horrocks observed a transit of Venus.","Tiếp theo, một vài năm sau đó vào năm 1639, một nhà thiên văn người Anh tên là Jeremiah Horrocks đã theo dõi sao Kim băng qua Mặt Trời."
"Unless you are a diplomat, working overseas generally means that you will have to file income tax in the country you are based in.","Nếu bạn không phải là nhà ngoại giao, làm việc ở nước ngoài thường dẫn đến việc bạn sẽ phải kê khai và nộp thuế thu nhập ở quốc gia nơi bạn đang làm việc."
"However, Charles went to university at Trinity College, Cambridge where he studied Anthropology and Archaeology, and later History, earning a 2:2 (a lower second class degree).","Tuy thế, Charles đã theo học tại Trinity College, Cambridge nơi ông theo học Nhân chủng - Khảo cổ và sau đó là Lịch sử, được cấp bằng 2:2 (bằng cấp hạng nhì loại hai)."
"I expect to return to all my duties on Monday,"" Arias said in a statement.","""Tôi hy vọng sẽ trở lại thực hiện tất cả các nhiệm vụ của mình vào thứ Hai"", ông Arias cho biết trong lời phát biểu."
"What is a cell? The word cell comes from the Latin word ""cella"", meaning ""small room"", and it was first coined by a microscopist observing the structure of cork.","Tế bào là cái gì? Từ tế bào có nguồn gốc từ tiếng Latin 'cella', tương đương với 'phòng nhỏ', và được đặt ra lần đầu bởi một nhà kính hiển vi quan sát cấu trúc của gỗ sồi."
Russian ground control activated the jets and normal attitude of the station was regained.,Trạm điều khiển mặt đất của Nga đã khởi động các động cơ đẩy và trạm đã lấy lại tư thế bình thường.
"It is possible to secure park permits directly from the Ranger Station in Puerto Jiménez, but they do not accept credit cards","Có thể xin giấy phép vào vườn quốc gia trực tiếp tại Trạm Kiểm lâm tại Puerto Jimenez, nhưng họ không nhận thẻ tín dụng"
"He did, however, reiterate his earlier statement that Roe v. Wade was the ""settled law of the land"", emphasizing the importance of consistent Supreme Court rulings.","Tuy vậy, ông đã nhắc lại tuyên bố trước đó của mình rằng Roe v. Wade là luật đất đai đã được xác lập, và nhấn mạnh vào tầm quan trọng của các bản án nhất quán của Tòa án Tối cao."
"Especially in your initial days, consider splurging on Western-style and -quality hotels, food, and services to help acclimatize.","Đặc biệt là trong những ngày đầu đến, hãy cân nhắc chi tiêu cho khách sạn, nhà hàng và dịch vụ theo phong cách và chất lượng của phương Tây để giúp bạn thích nghi."
"MRI is based on a physics phenomenon called nuclear magnetic resonance (NMR), which was discovered in the 1930s by Felix Bloch (working at Stanford University) and Edward Purcell (from Harvard University).","Cảnh báo MRI dựa trên một hiện tượng vật lý học gọi là cộng hưởng từ nhân, được phát hiện vào những năm 1930 bởi Felix Bloch (khi đó đang làm việc tại Đại học Stanford) và cùng với Edward Purcell (từ Đại học Harvard)."
"In an ambush east of Bardia, the British captured the Italian Tenth Army's Engineer-in-Chief, General Lastucci.","Trong một cuộc phục kích ở phía đông thành phố Bardia, quân đội Anh đã bắt giữ Tư lệnh kỹ thuật của Quân đoàn 10 Ý, Đại tướng Lastucci."
"Wildlife is among the most challenging motifs for a photographer, and needs a combination of good luck, patience, experience and good equipment.","Thiên nhiên hoang dã là một trong những món khó nhằn nhất đối với một nhiếp ảnh gia, và cần sự kết hợp giữa may mắn, sự kiên nhẫn, kinh nghiệm và thiết bị chất lượng cao."
Today's Player of the Day is Alex Ovechkin of the Washington Capitals.,"Cầu thủ của ngày hôm nay là Alex Ovechkin, đội trưởng của đội Washington Capitals."
The jail became notorious after prisoner abuse was discovered there after US forces took over.,Trại giam trở nên nổi tiếng về sự tàn ác sau khi bị phát hiện hành hạ tù nhân sau khi Mỹ tiếp quản.
"Born in the Croatian capital, Zagreb, Bobek gained fame while playing for Partizan Belgrade.","Sinh ra tại Zagreb, thủ đô của Croatia, Bobek trở nên nổi tiếng khi thi đấu cho Partizan Belgrade."
"Around 11:29, the protest moved up Whitehall, past Trafalgar Square, along the Strand, passing by Aldwych and up Kingsway towards Holborn where the Conservative Party were holding their Spring Forum in the Grand Connaught Rooms hotel.","Vào khoảng 11 giờ 29 phút, cuộc biểu tình di chuyển dọc theo Whitehall, qua Quảng trường Trafalgar, dọc theo Strand, đi qua Aldwych và lên Kingsway hướng tới Holborn nơi Đảng Bảo thủ đang tổ chức Diễn đàn Mùa xuân của họ tại khách sạn Grand Connaught Rooms."
"The Colonists, seeing this activity, had also called for reinforcements.",Các nhà thực dân nhìn thấy hoạt động này cũng đã yêu cầu tăng viện.
Stark's men took positions along the fence on the north end of the Colonist's position.,Những người dưới quyền Stark đã chiếm lĩnh dọc theo hàng rào ở đầu phía bắc của vị trí của người định cư.
It is an archipelago with 15 islands spread out over 2.2 million km2 of ocean.,"Đây là quần đảo gồm 15 hòn đảo trải rộng trên 2,2 triệu kilômét vuông biển."
"Peter Costello, Australian treasurer and the man most likely to succeed Prime Minister John Howard as Liberal party leader has thrown his support behind a nuclear power industry in Australia.","Peter Costello, bộ trưởng ngân khố Úc và người có nhiều khả năng nhất sẽ thay thế thủ tướng John Howard lãnh đạo đảng Tự do, đã tuyên bố ủng hộ ngành công nghiệp điện hạt nhân ở Úc."
"However, in Malaysia, at least among the Malays in rural areas, it means ""come over,"" similar to the index finger bent toward the body, a gesture which is used in certain Western countries, and should be used only for that purpose.","Tuy nhiên, ở Malaysia, ít nhất trong cộng đồng người Mã Lai ở khu vực nông thôn, cử chỉ này có nghĩa là 'đến đây', tương tự như khi cong ngón trỏ về phía người, một cử chỉ được sử dụng ở một số nước phương Tây và chỉ nên dùng cho mục đích đó."
"If you are going to camp out, bring a camp cot or hammock to keep you away from snakes, scorpions and such.","Nếu đi cắm trại, bạn nên mang theo chiếc giường gấp hoặc võng treo để tránh rắn, bọ cạp và các loài động vật nguy hiểm khác."
"The approach to obtaining information was different. No longer did pressure reside within individual recall, but the ability to recall text became more of a focus.","Cách thức thu thập thông tin đã thay đổi. Trước đây, áp lực nằm trong khả năng nhớ lại của từng cá nhân, nhưng giờ đây khả năng nhớ lại văn bản trở thành trọng tâm."
"Towering above the north end of Machu Picchu is this steep mountain, often the backdrop to many photos of the ruins.","Núi dốc này nằm phía trên phía bắc Machu Picchu, thường được sử dụng làm phông nền cho nhiều bức ảnh của tàn tích."
A Triceratops could have used its strong beak to strip off the leaves before eating the trunk.,Triceratops có thể đã dùng mỏ khỏe của nó để bóc lá trước khi ăn phần thân.
It can be customized to make it easy to read and also with as much or little color as desired.,Nó có thể được thiết lập để đọc dễ dàng và cũng có thể chọn màu sắc nhiều hoặc ít theo ý muốn.
"This authentic community is located in Howe Sound just off Vancouver, and is easily accessed via scheduled water taxis departing Granville Island in downtown Vancouver.","Cộng đồng truyền thống này nằm ở Howe Sound, gần bên ngoài Vancouver, và dễ dàng tiếp cận thông qua các chuyến taxi đường thủy thường xuyên khởi hành từ đảo Granville tại trung tâm thành phố Vancouver."
"There were no heavy traffic delays reported on the beltway, the city's alternate route.","Không có báo cáo về tình trạng giao thông ùn tắc trên đường cao tốc vành đai, tuyến đường vòng của thành phố."
These requirements may often depend on what countries a traveller has visited or intends to visit.,Những yêu cầu dưới đây có thể phụ thuộc vào nước mà du khách đã đến hoặc sắp đến.
"The Il-76 has been a major component of both the Russian and Soviet military since the 1970s, and had already seen a serious accident in Russia last month.","Il-76 đã trở thành một thành phần quan trọng của quân đội Nga và Liên Xô từ những năm 1970, và đã từng chứng kiến một vụ tai nạn nghiêm trọng tại Nga vào tháng trước."
"When the capsule gets to Earth and enters the atmosphere, at about 5am (eastern time), it is expected to put on quite a light show for folks in Northern California, Oregon, Nevada, and Utah.","Khi tàu vũ trụ trở về Trái Đất và đi vào bầu khí quyển Trái Đất, vào khoảng 5h sáng (giờ miền đông), dự kiến nó sẽ tạo ra một màn trình diễn ánh sáng ngoạn mục cho người dân ở khu vực Bắc California, Oregon, Nevada và Utah."
"Your hotel or hosts (if staying in a guesthouse or private home) will likely have wifi or an internet connected PC, and all settlements have an internet cafe or some location with public wifi.","Khách sạn hoặc người chủ nơi bạn ở hầu như chắc chắn có wifi hoặc máy tính có kết nối internet, và tất cả các nơi đều có quán cà phê có internet hoặc một số nơi có wifi công cộng."
"One of the world's richest people, Allen has reportedly invested much of his wealth in marine exploration and began his quest to find the Musashi out of a lifelong interest in the war.","Một trong những người giàu nhất thế giới, Allen đã đầu tư nhiều tài sản của mình vào việc nghiên cứu biển và bắt đầu tìm kiếm Musashi từ sự quan tâm của ông đối với chiến tranh suốt đời."
The main reason for this phenomenon is the result of the lucid dreams expanding the length of time between REM states.,"Lý do chính của hiện tượng này là do sự mở rộng của những giấc mơ sáng suốt, kéo dài khoảng thời gian giữa các chu kỳ REM."
"Because calls are routed over the Internet, you do not need to use a phone company located where you live or where you travel.","Vì cuộc gọi được thực hiện trên Internet, bạn không cần dịch vụ điện thoại tại nơi bạn sống hoặc nơi bạn đi du lịch."
Each show would also provide recommendations for books that children should look for when they went to their library.,Mỗi chương trình cũng sẽ gợi ý sách mà trẻ em nên đọc khi đến thư viện.
Be sure the agent through whom you book is a Galapagos specialist with a good knowledge of a wide variety of ships.,Hãy chắc chắn rằng công ty du lịch mà bạn đặt chỗ là chuyên gia về Galapagos có kinh nghiệm với kiến thức sâu rộng về nhiều loại tàu.
"With fewer REMs per night, this state in which you experience actual sleep and your body recovers becomes infrequent enough to become a problem.","Khi số lần REM mỗi đêm giảm đi, trạng thái mà bạn thực sự ngủ và cơ thể bạn hồi phục trở nên hiếm gặp đến mức gây ra vấn đề."
"Nevertheless, all French-speaking Belgians and Swiss would have learned standard French in school, so they would be able to understand you even if you used the standard French numbering system.","Dù vậy, tất cả người Bỉ và Thụy Sĩ sử dụng tiếng Pháp đều đã được đào tạo về tiếng Pháp tiêu chuẩn ở trường, nên họ vẫn có thể hiểu bạn ngay cả khi bạn dùng hệ thống số đếm chuẩn của tiếng Pháp."
"After it became apparent that many families were seeking legal help to fight the evictions, a meeting was held on March 20 at the East Bay Community Law Center for the victims of the housing scam.","Sau khi mà nhiều gia đình đang tìm kiếm sự hỗ trợ pháp lý để đấu tranh chống lại việc cưỡng chế, một cuộc họp đã được tổ chức vào ngày 20 tháng 3 tại Trung tâm Pháp lý Cộng đồng East Bay cho những người bị ảnh hưởng bởi vụ lừa đảo nhà ở."
The nucleus consists of two particles - neutrons and protons.,Hạt nhân nguyên tử gồm có hai loại hạt cơ bản là nơtron và prôton.
"When the tenants started sharing what had occurred to them, most of the families involved suddenly realized that Carolyn Wilson of the OHA had stolen their security deposits, and skipped out of town.","Khi những người thuê nhà bắt đầu chia sẻ kinh nghiệm của họ, hầu hết các gia đình bị ảnh hưởng bất ngờ phát hiện rằng Carolyn Wilson thuộc OHA đã chiếm đoạt tiền ký quỹ an ninh của họ và bỏ trốn ra khỏi thị trấn."
"There is a surcharge for having more than 2 passengers, so this option might be more expensive than necessary.","Lưu ý có phụ thu nếu đi quá 2 hành khách, nên có thể tốn kém không cần thiết."
Surface tension happens because the water molecules at the surface of the water are strongly attracted to each other more than they are to the air molecules above them.,Độ căng bề mặt xảy ra vì lực hút giữa các phân tử nước ở bề mặt mạnh hơn so với không khí phía trên.
Present-day parts of Belgium were part of Luxembourg in the past but became Belgian after the 1830s Belgian Revolution.,"Các vùng của Bỉ ngày nay là một phần của Luxembourg trong lịch sử, nhưng trở thành một phần của Bỉ sau cuộc Cách mạng Bỉ những năm 1830."
"Thanks to undersea fiber optic cable links to Europe and broadband satellite, Greenland is well connected with 93% of the population having internet access.","Nhờ vào các liên kết cáp quang biển đến châu Âu và vệ tinh băng rộng, Greenland có kết nối tốt với 93% số dân có thể truy cập internet."
As the ability to obtain knowledge and to learn changed in such a way as mentioned above the base rate at which knowledge was obtained changed.,"Khi khả năng thu thập và lĩnh hội kiến thức thay đổi, tốc độ cơ bản thu thập kiến thức cũng thay đổi theo."
"And then back to the north through the west, once again crossing the Mara river, after the rains in around April.","Sau đó trở lại phía Bắc qua phía Tây, một lần nữa băng qua sông Mara, sau mùa mưa khoảng tháng Tư."
Sikhism is a religion from the Indian sub-continent. It originated in the Punjab region during the 15th century from a sectarian split within the Hindu tradition.,Đạo Sikh là một tôn giáo từ châu thổ Ấn Độ. Nó bắt nguồn từ vùng Punjab trong thế kỷ thứ 15 từ một sự phân chia giáo phái trong lòng truyền thống Hindu.
This is because electricity flowing into the socket where the metallic part of bulb sits can give you a severe electric shock if you touch the inside of the socket or the metal base of the bulb while it is still partly in the socket.,Điều này là do dòng điện chảy vào ổ cắm nơi phần kim loại của bóng đèn tiếp xúc có thể gây sốc điện mạnh cho bạn nếu bạn chạm vào phần bên trong của ổ cắm hoặc phần đế kim loại của bóng đèn trong khi bóng đèn vẫn còn một phần trong ổ cắm.
"Every year around October nearly 1.5 million herbivores travel towards the southern plains, crossing the Mara River, from the northern hills for the rains.","Mỗi năm vào khoảng tháng Mười, khoảng 1,5 triệu động vật ăn thực vật di chuyển từ vùng đồi phía bắc về phía đồng bằng phía nam, băng qua sông Mara, để tìm kiếm mùa mưa."
They normally offer higher bandwidth and better quality of service. They are encrypted and thus harder to spy on.,Nó thường cung cấp băng thông lớn hơn và chất lượng phục vụ tốt hơn. Vì được mã hóa nên chúng khó bị theo dõi hơn.
"Unlike other primates, hominids no longer use their hands in locomotion or bearing weight or swinging through the trees.","Khác với các loài linh trưởng khác, người cổ không còn dùng tay trong việc di chuyển, chịu trọng lượng hoặc nhảy qua cây."
"When people don't see moose as potentially dangerous, they may approach too closely and put themselves at risk.","Khi mọi người không coi nai sừng tấm là nguy hiểm, họ có thể lại quá gần và tự đặt mình vào nguy hiểm."
Authorities said little officially beyond confirming today's arrest.,Cơ quan chức năng không có bình luận chính thức gì nhiều ngoài việc xác nhận vụ bắt giữ hôm nay.
"The National Congress of Brazil has debated legalization for 10 years, and such civil marriages are currently only legal in Rio Grande do Sul.","Quốc hội Liên bang Brazil đã thảo luận về việc hợp pháp hóa trong 10 năm, và loại hình hôn nhân dân sự như vậy hiện chỉ được công nhận hợp pháp ở Rio Grande do Sul."
It can be better to use an agent who frequently books similar trips to yours.,Tốt nhất là làm việc với một đại lý thường xuyên tổ chức các chuyến đi giống như chuyến đi của bạn.
"While understanding one’s history does not assume understanding of culture, it does at least help people gain a sense of where they fall within the history of the organization.","Mặc dù hiểu biết về lịch sử của mình không đồng nghĩa với việc hiểu biết về văn hóa, nhưng nó giúp mọi người hiểu rõ hơn về vị trí của họ trong bối cảnh lịch sử của tổ chức."
Possible long term health events from excessive drinking can include liver damage and even blindness and death. The potential danger is increased when consuming illegally produced alcohol.,"Các biến chứng sức khỏe dài hạn có thể xảy ra do lạm dụng rượu có thể bao gồm bệnh gan và thậm chí mù lòa, tử vong. Rủi ro có thể xảy ra sẽ gia tăng khi sử dụng rượu lậu."
