Sentence,translated_text
"The pattern should be deep enough, 5 mm (1/5 inch) or more, and the material soft enough in cold temperatures.","Họa tiết phải đủ sâu, 5 mm (1/5 inch) hoặc hơn, và vật liệu phải đủ mềm ở nhiệt độ lạnh."
"For those unfamiliar with medical jargon, the words infectious and contagious have distinct meanings.","Đối với những người không quen thuộc với thuật ngữ y tế, các từ nhiễm trùng và lây nhiễm có ý nghĩa riêng biệt."
"Avalanches are not an abnormality; steep slopes can hold only so much slow, and the excess volumes will come down as avalanches.","Lở tuyết không phải là một sự bất thường; sườn dốc chỉ có thể giữ được một lượng tuyết nhất định, và lượng tuyết thừa sẽ trượt xuống dưới dạng lở tuyết."
"These bosses had been reined in by Provenzano when he put an end to the Riina-driven war against the state that claimed the lives of Mafia crusaders Giovanni Falcone and Paolo Borsellino in 1992.""",Những ông chủ này đã bị Provenzano kiềm chế khi ông ấy chấm dứt cuộc chiến do Riina chống lại nhà nước đã cướp đi sinh mạng của những người đấu tranh chống Mafia là Giovanni Falcone và Paolo Borsellino vào năm 1992.
"Accompanied by those officials, he assured Texas citizens that steps were being taken to protect the public's safety.","Đi cùng với những quan chức đó, ông bảo đảm với công dân Texas rằng các biện pháp đang được thực hiện để bảo vệ an toàn công cộng."
The building housed a number of pilgrims who came to visit the holy city at the eve of hajj pilgrimage.,Tòa nhà này từng là nơi trú ngụ của một số lượng lớn những người hành hương đến thăm thành phố thánh vào đêm trước chuyến hành hương Hajj.
"Nevertheless, there are many distinctive ways of drinking coffee around the world that are worth experiencing.","Tuy nhiên, trên khắp thế giới có một số cách uống cà phê đặc trưng đáng để trải nghiệm."
"Already reporting in English and Japanese, the global organization is launching Spanish, Italian, and Korean-language programs, for television, the web, and mobile devices.","Đã có sẵn báo cáo tin tức bằng tiếng Anh và tiếng Nhật Bản, tổ chức toàn cầu đang phát sóng các chương trình truyền hình bằng tiếng Tây Ban Nha, tiếng Ý và tiếng Hàn, dành cho truyền hình, web và các thiết bị di động cầm tay."
A cell is the smallest structural and functional unit of a living (things) organism.,Một tế bào là đơn vị cấu trúc và chức năng nhỏ nhất của một sinh vật sống.
"During the last three decades, despite officially remaining a communist state, China has developed a market economy.","Trong ba thập kỷ qua, mặc dù chính thức vẫn là một quốc gia cộng sản, Trung Quốc đã phát triển một nền kinh tế thị trường."
"The focus of this mindset is speed, logic and accuracy, also identification of facts, reapplying existing techniques, gathering information.","Trọng tâm chính của tư duy này là tốc độ, logic và chính xác, đồng thời xác định sự thật, sử dụng lại kỹ thuật sẵn có và thu thập thông tin cần thiết."
"When low tide opened a gap along the Mystic River along the northeast of the peninsula, they quickly extended the fence with a short stone wall to the north ending at the water's edge on a small beach.","Khi thủy triều thấp mở một kẽ hở dọc theo sông Mystic ở phía đông bắc của bán đảo, họ nhanh chóng mở rộng hàng rào với một bức tường đá ngắn về phía bắc và kết thúc ở mép nước trên một bãi biển nhỏ."
"In this instance, recalling previous instances of entrepreneurial behavior and resulting successes helped people to be open to new changes and new direction for the local church.","Nhớ lại những trường hợp hành vi kinh doanh trước đây và những thành công đã giúp mọi người chấp nhận những thay đổi mới, cũng như hướng đi mới cho giáo xứ địa phương của họ."
"Jerusalem is the capital and largest city of Israel, though most other countries and the United Nations do not recognize it as Israel's capital.","Giê-ru-sa-lem là thủ đô và thành phố lớn nhất của Israel, mặc dù hầu hết các quốc gia khác và Liên Hợp Quốc không công nhận nó là thủ đô của Israel."
"Seven points behind, Johnson is second with 2,243.","Đứng thứ hai với 2.243 điểm, Johnson đang kém 7 điểm."
"""Apart from the fever and a sore throat, I feel well and in good shape to carry out my work by telecommuting.","Tôi trừ phi sốt và đau họng, tôi cảm thấy khá tốt và đủ sức khỏe để thực hiện công việc của mình qua hình thức làm việc từ xa."
"San Francisco has developed a large tourist infrastructure with numerous hotels, restaurants, and top-notch convention facilities.","Thành phố San Francisco đã phát triển một cơ sở hạ tầng du lịch lớn với vô số khách sạn, nhà hàng và cơ sở hội nghị hàng đầu."
"If you look at living things under a microscope, you will see that they are made of small squares or balls.","Nếu bạn nhìn các sinh vật dưới kính hiển vi, bạn có thể quan sát thấy chúng được cấu tạo từ những hình vuông nhỏ bé hoặc những hình cầu nhỏ."
"Written words are often easier to understand than spoken words, also. This is especially true of addresses, which are often difficult to pronounce intelligibly.","Từ viết thường dễ hiểu hơn từ nói, từ đó điều này đặc biệt đúng với địa chỉ, vì chúng thường khó phát âm một cách rõ ràng."
"Then, a few years later in 1639, an English astronomer named Jeremiah Horrocks observed a transit of Venus.","Sau đó, vài năm sau trong năm 1639, một nhà thiên văn học người Anh tên là Jeremiah Horrocks đã quan sát một lần sao Kim đi qua."
"Unless you are a diplomat, working overseas generally means that you will have to file income tax in the country you are based in.","Trừ khi bạn là một nhà ngoại giao, làm việc ở nước ngoài thường có nghĩa là bạn sẽ phải nộp thuế thu nhập ở quốc gia nơi bạn đang làm việc."
"However, Charles went to university at Trinity College, Cambridge where he studied Anthropology and Archaeology, and later History, earning a 2:2 (a lower second class degree).","Tuy nhiên, Charles đã theo học đại học tại Trinity College, Cambridge nơi ông đã học Nhân chủng học và Khảo cổ học, và sau đó là Lịch sử, tốt nghiệp với bằng cấp 2:2 (bằng cấp hạng hai thấp hơn)."
"I expect to return to all my duties on Monday,"" Arias said in a statement.","""Tôi hy vọng sẽ trở lại thực hiện tất cả nhiệm vụ của mình vào thứ Hai"", Arias cho biết như vậy trong một thông cáo báo chí."
"What is a cell? The word cell comes from the Latin word ""cella"", meaning ""small room"", and it was first coined by a microscopist observing the structure of cork.","Tế bào là gì? Từ tế bào bắt nguồn từ từ tiếng Latin ""cella"", có nghĩa là ""phòng nhỏ"", và nó được đặt ra lần đầu tiên bởi một nhà kính hiển vi quan sát cấu trúc của vỏ cây sồi."
Russian ground control activated the jets and normal attitude of the station was regained.,Bộ điều khiển mặt đất của Nga đã kích hoạt các động cơ phản lực và trạm đã lấy lại trạng thái bình thường.
"It is possible to secure park permits directly from the Ranger Station in Puerto Jiménez, but they do not accept credit cards",Có thể xin giấy phép vào công viên trực tiếp từ Trạm Cảnh sát Lâm nghiệp tại Puerto Jiménez nhưng không chấp nhận thẻ tín dụng.
"He did, however, reiterate his earlier statement that Roe v. Wade was the ""settled law of the land"", emphasizing the importance of consistent Supreme Court rulings.","Tuy nhiên, ông đã lặp lại tuyên bố trước đó của mình rằng Roe v. Wade là ""luật đất đã được thiết lập"", nhấn mạnh tầm quan trọng của các phán quyết nhất quán của Tòa án Tối cao."
"Especially in your initial days, consider splurging on Western-style and -quality hotels, food, and services to help acclimatize.","Đặc biệt là trong những ngày đầu tiên, hãy đầu tư vào khách sạn, ẩm thực và dịch vụ phương Tây để giúp bạn thích nghi."
"MRI is based on a physics phenomenon called nuclear magnetic resonance (NMR), which was discovered in the 1930s by Felix Bloch (working at Stanford University) and Edward Purcell (from Harvard University).","Chụp MRI dựa trên một hiện tượng vật lý gọi là cộng hưởng từ hạt nhân (NMR), được phát hiện vào những năm 1930 bởi Felix Bloch (làm việc tại Đại học Stanford) và Edward Purcell (từ Đại học Harvard)."
"In an ambush east of Bardia, the British captured the Italian Tenth Army's Engineer-in-Chief, General Lastucci.","Trong một cuộc phục kích ở phía đông Bardia, người Anh đã bắt được Tổng kỹ sư Tập đoàn quân số 10 của Ý, Tướng Lastucci."
"Wildlife is among the most challenging motifs for a photographer, and needs a combination of good luck, patience, experience and good equipment.","Động vật hoang dã là một trong những chủ đề khó khăn nhất đối với nhiếp ảnh gia, và cần sự kết hợp của may mắn, kiên nhẫn, kinh nghiệm và thiết bị tốt."
Today's Player of the Day is Alex Ovechkin of the Washington Capitals.,Cầu thủ xuất sắc nhất ngày hôm nay là Alex Ovechkin thuộc đội Washington Capitals hôm nay.
The jail became notorious after prisoner abuse was discovered there after US forces took over.,Trại giam trở nên nổi tiếng xấu sau khi lạm dụng tù nhân được phát hiện ở đó sau khi quân đội Mỹ tiếp quản.
"Born in the Croatian capital, Zagreb, Bobek gained fame while playing for Partizan Belgrade.","Sinh ra tại Zagreb, thủ đô Croatia, Bobek đã trở nên nổi tiếng khi thi đấu cho Partizan Belgrade."
"Around 11:29, the protest moved up Whitehall, past Trafalgar Square, along the Strand, passing by Aldwych and up Kingsway towards Holborn where the Conservative Party were holding their Spring Forum in the Grand Connaught Rooms hotel.","Vào khoảng 11:29, cuộc biểu tình di chuyển lên Whitehall, qua Quảng trường Trafalgar, dọc theo Strand, đi qua Aldwych và lên Kingsway hướng tới Holborn nơi Đảng Bảo thủ đang tổ chức Diễn đàn Mùa xuân tại khách sạn Grand Connaught Rooms."
"The Colonists, seeing this activity, had also called for reinforcements.","Những người định cư, chứng kiến hoạt động này, cũng đã kêu gọi tăng cường lực lượng."
Stark's men took positions along the fence on the north end of the Colonist's position.,Những người của Stark đã chiếm lấy vị trí dọc theo hàng rào ở đầu phía bắc của vị trí của người định cư.
It is an archipelago with 15 islands spread out over 2.2 million km2 of ocean.,"Đây là một quần đảo bao gồm 15 hòn đảo trải rộng trên 2,2 triệu ki-lô-mét vuông của đại dương."
"Peter Costello, Australian treasurer and the man most likely to succeed Prime Minister John Howard as Liberal party leader has thrown his support behind a nuclear power industry in Australia.","Peter Costello, bộ trưởng tài chính Úc và người có khả năng cao nhất sẽ kế vị thủ tướng John Howard làm lãnh đạo đảng Tự do Úc, đã tuyên bố ủng hộ ngành công nghiệp điện hạt nhân ở Úc."
"However, in Malaysia, at least among the Malays in rural areas, it means ""come over,"" similar to the index finger bent toward the body, a gesture which is used in certain Western countries, and should be used only for that purpose.","Tuy nhiên ở Malaysia, ít nhất là trong số người Mã Lai ở khu vực nông thôn, nó có nghĩa là ""đến đây"", tương tự như ngón tay trỏ cong về phía cơ thể, một cử chỉ được sử dụng ở một số quốc gia phương Tây như vậy và chỉ nên được sử dụng cho mục đích đó."
"If you are going to camp out, bring a camp cot or hammock to keep you away from snakes, scorpions and such.","Nếu bạn định cắm trại, hãy mang theo giường cắm trại hoặc võng để giữ bạn tránh xa rắn, bọ cạp và những thứ tương tự, để đảm bảo an toàn."
"The approach to obtaining information was different. No longer did pressure reside within individual recall, but the ability to recall text became more of a focus.","Cách tiếp cận để có được thông tin đã thay đổi. Không còn áp lực nằm trong việc nhớ lại của từng cá nhân, mà trọng tâm đã chuyển sang khả năng nhớ lại văn bản."
"Towering above the north end of Machu Picchu is this steep mountain, often the backdrop to many photos of the ruins.","Núi cao vút phía trên đầu phía bắc của Machu Picchu là ngọn núi dốc đứng này, thường là phía sau của nhiều bức ảnh về tàn tích."
A Triceratops could have used its strong beak to strip off the leaves before eating the trunk.,Một con Triceratops có thể đã sử dụng mỏ khỏe của nó để lột bỏ lá trước khi ăn thân cây.
It can be customized to make it easy to read and also with as much or little color as desired.,Nó có thể được tùy chỉnh để dễ đọc và cũng với nhiều hoặc ít màu như mong muốn.
"This authentic community is located in Howe Sound just off Vancouver, and is easily accessed via scheduled water taxis departing Granville Island in downtown Vancouver.","Cộng đồng đích thực này nằm ở Howe Sound, ngay bên ngoài Vancouver, và dễ dàng tiếp cận thông qua các chuyến taxi đường thủy theo lịch trình khởi hành từ đảo Granville ở trung tâm thành phố Vancouver."
"There were no heavy traffic delays reported on the beltway, the city's alternate route.","Không có báo cáo về tình trạng giao thông ùn tắc nghiêm trọng trên vành đai, tuyến đường thay thế của thành phố."
These requirements may often depend on what countries a traveller has visited or intends to visit.,Những yêu cầu này thường phụ thuộc vào quốc gia mà du khách đã đến thăm hoặc dự định đến thăm.
"The Il-76 has been a major component of both the Russian and Soviet military since the 1970s, and had already seen a serious accident in Russia last month.","Máy bay vận tải Il-76 đã là một thành phần chính của cả quân đội Nga và quân đội Liên Xô từ những năm 1970, và đã chứng kiến một vụ tai nạn nghiêm trọng ở Nga vào tháng trước."
"When the capsule gets to Earth and enters the atmosphere, at about 5am (eastern time), it is expected to put on quite a light show for folks in Northern California, Oregon, Nevada, and Utah.","Khi viên nang đó đến Trái Đất và đi vào bầu khí quyển, vào khoảng sáng sớm (giờ miền đông Hoa Kỳ), người ta dự đoán nó sẽ tạo ra một màn trình diễn ánh sáng rực rỡ cho người dân ở các bang Bắc California, Oregon, Nevada và Utah."
"Your hotel or hosts (if staying in a guesthouse or private home) will likely have wifi or an internet connected PC, and all settlements have an internet cafe or some location with public wifi.","Khách sạn hoặc chủ nhà (nếu ở nhà trọ hoặc nhà riêng) của bạn có khả năng cao có wifi hoặc máy tính có kết nối internet, và tất cả các khu dân cư đều có quán cà phê có internet hoặc cửa hàng internet, hoặc một số địa điểm có wifi miễn phí."
"One of the world's richest people, Allen has reportedly invested much of his wealth in marine exploration and began his quest to find the Musashi out of a lifelong interest in the war.","Một trong những người giàu có nhất thế giới này, Allen đã đầu tư phần lớn tài sản của mình vào việc nghiên cứu biển và bắt đầu cuộc tìm kiếm con tàu Musashi từ sự quan tâm suốt đời của ông về chiến tranh."
The main reason for this phenomenon is the result of the lucid dreams expanding the length of time between REM states.,Lý do chính cho hiện tượng này là kết quả của việc giấc mơ sáng tỏ mở rộng thời gian giữa các trạng thái REM.
"Because calls are routed over the Internet, you do not need to use a phone company located where you live or where you travel.","Bằng cách các cuộc gọi được định tuyến qua Internet, bạn không cần phải sử dụng một công ty viễn thông địa phương ở nơi bạn đang ở."
Each show would also provide recommendations for books that children should look for when they went to their library.,Mỗi chương trình cũng sẽ cung cấp các khuyến nghị về sách mà trẻ em nên tìm kiếm khi chúng đến thư viện.
Be sure the agent through whom you book is a Galapagos specialist with a good knowledge of a wide variety of ships.,"Trước khi đặt phòng, đảm bảo đại lý mà bạn đặt chỗ là một chuyên gia về Galapagos với kiến thức sâu rộng về nhiều tàu khác nhau."
"With fewer REMs per night, this state in which you experience actual sleep and your body recovers becomes infrequent enough to become a problem.","Khi có ít REM mỗi đêm, trạng thái bạn thực sự ngủ, và cơ thể bạn được phục hồi trở nên hiếm hoi đến mức trở thành một vấn đề."
"Nevertheless, all French-speaking Belgians and Swiss would have learned standard French in school, so they would be able to understand you even if you used the standard French numbering system.","Tuy nhiên, tất cả người Bỉ và người Thụy Sĩ nói tiếng Pháp đều đã học tiếng Pháp tiêu chuẩn ở trường, vì vậy họ sẽ có thể hiểu bạn ngay cả khi bạn sử dụng hệ thống số đếm tiếng Pháp tiêu chuẩn."
"After it became apparent that many families were seeking legal help to fight the evictions, a meeting was held on March 20 at the East Bay Community Law Center for the victims of the housing scam.","Sau khi rõ ràng là nhiều gia đình đang tìm kiếm sự giúp đỡ pháp lý để chống lại việc trục xuất, một cuộc họp đã được tổ chức vào ngày 20 tháng Ba tại Trung tâm Luật Cộng đồng Vùng Vịnh Đông để giúp đỡ các nạn nhân của vụ lừa đảo bất động sản."
The nucleus consists of two particles - neutrons and protons.,Hạt nhân bao gồm hai loại hạt - nơtron và proton.
"When the tenants started sharing what had occurred to them, most of the families involved suddenly realized that Carolyn Wilson of the OHA had stolen their security deposits, and skipped out of town.","Khi các người thuê nhà bắt đầu chia sẻ những gì đã xảy ra với họ, hầu hết các gia đình liên quan đã đột nhiên nhận ra rằng Carolyn Wilson thuộc Cơ quan OHA đã đánh cắp tiền ký quỹ an ninh của họ và trốn khỏi thị trấn."
"There is a surcharge for having more than 2 passengers, so this option might be more expensive than necessary.","Có phụ phí cho việc có hơn 2 hành khách, vì vậy tùy chọn này có thể tốn kém hơn mức cần thiết."
Surface tension happens because the water molecules at the surface of the water are strongly attracted to each other more than they are to the air molecules above them.,"Áp suất bề mặt xảy ra vì các phân tử nước ở bề mặt nước bị thu hút mạnh mẽ với nhau nhiều hơn là, với các phân tử không khí ở trên chúng."
Present-day parts of Belgium were part of Luxembourg in the past but became Belgian after the 1830s Belgian Revolution.,Các phần hiện nay của Bỉ từng thuộc Luxembourg trong quá khứ nhưng trở thành một phần của Bỉ độc lập sau cuộc Cách mạng Bỉ (1830-1831).
"Thanks to undersea fiber optic cable links to Europe and broadband satellite, Greenland is well connected with 93% of the population having internet access.","Nhờ các liên kết cáp quang dưới biển đến châu Âu và vệ tinh băng thông rộng, Đảo Greenland được kết nối tốt với 93% dân số có quyền truy cập internet."
As the ability to obtain knowledge and to learn changed in such a way as mentioned above the base rate at which knowledge was obtained changed.,Khi khả năng thu thập kiến thức và học hỏi thay đổi như đã đề cập ở trên thì tỷ lệ cơ bản mà kiến thức được thu thập cũng thay đổi như đã đề cập ở trên.
"And then back to the north through the west, once again crossing the Mara river, after the rains in around April.","Và sau đó trở lại phía bắc qua phía tây, một lần nữa băng qua sông Mara, sau những cơn mưa vào khoảng tháng tư."
Sikhism is a religion from the Indian sub-continent. It originated in the Punjab region during the 15th century from a sectarian split within the Hindu tradition.,"Sikh giáo là một tôn giáo có nguồn gốc từ tiểu lục địa Ấn Độ. Nó bắt nguồn từ khu vực Punjab trong thế kỷ 15, từ một sự chia rẽ giáo phái trong truyền thống Hindu."
This is because electricity flowing into the socket where the metallic part of bulb sits can give you a severe electric shock if you touch the inside of the socket or the metal base of the bulb while it is still partly in the socket.,Điều này là vì dòng điện chảy vào ổ cắm nơi phần kim loại của bóng đèn đặt có thể gây sốc điện nghiêm trọng nếu bạn chạm vào bên trong ổ cắm hoặc đế kim loại của bóng đèn trong khi nó vẫn còn một phần trong ổ cắm.
"Every year around October nearly 1.5 million herbivores travel towards the southern plains, crossing the Mara River, from the northern hills for the rains.","Mỗi năm vào khoảng tháng Mười, gần 1,5 triệu loài động vật ăn cỏ di cư về phía đồng bằng phía nam, vượt qua sông Mara, từ vùng đồi phía bắc để tìm kiếm mùa mưa."
They normally offer higher bandwidth and better quality of service. They are encrypted and thus harder to spy on.,Họ thường cung cấp băng thông cao hơn và chất lượng dịch vụ tốt hơn. Chúng được mã hóa và do đó khó bị theo dõi hơn.
"Unlike other primates, hominids no longer use their hands in locomotion or bearing weight or swinging through the trees.","Không giống như các loài linh trưởng khác, hominid không còn dùng tay để di chuyển, chịu sức nặng hoặc đu qua cây cối nữa."
"When people don't see moose as potentially dangerous, they may approach too closely and put themselves at risk.","Khi mọi người không coi nai sừng tấm là nguy hiểm tiềm ẩn, họ có thể tiếp cận quá gần và đặt bản thân vào nguy hiểm."
Authorities said little officially beyond confirming today's arrest.,Cơ quan chức năng không cho biết nhiều thông tin chính thức ngoài việc xác nhận vụ bắt giữ ngày hôm nay.
"The National Congress of Brazil has debated legalization for 10 years, and such civil marriages are currently only legal in Rio Grande do Sul.","Quốc hội Brazil đã tranh luận về việc hợp pháp hóa trong 10 năm, và những cuộc hôn nhân dân sự như vậy hiện chỉ hợp pháp ở bang Rio Grande do Sul."
It can be better to use an agent who frequently books similar trips to yours.,Có thể tốt hơn khi sử dụng một đại lý thường xuyên đặt các chuyến đi tương tự như của bạn.
"While understanding one’s history does not assume understanding of culture, it does at least help people gain a sense of where they fall within the history of the organization.","Trong khi hiểu biết về lịch sử của một người không giả định sự hiểu biết về văn hóa, nó ít nhất giúp mọi người có được ý thức về vị trí của họ trong lịch sử của tổ chức."
Possible long term health events from excessive drinking can include liver damage and even blindness and death. The potential danger is increased when consuming illegally produced alcohol.,"Các biến chứng sức khỏe dài hạn có thể xảy ra do uống rượu quá mức bao gồm tổn thương gan, mù lòa và tử vong. Nguy cơ tiềm ẩn này sẽ tăng lên khi tiêu thụ rượu sản xuất bất hợp pháp."
